mac,endpoint_identity_group,oui,organization,description,desk,switch,port,site
10:E7:C6:70:F2:47,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019481,uscoll-sw-21,Gi1/0/1,us-college-station
00:04:F2:0D:10:07,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019482,uscoll-sw-21,Gi1/0/2,us-college-station
10:E7:C6:BC:37:5A,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019482,uscoll-sw-21,Gi1/0/2,us-college-station
00:04:F2:7E:B6:A5,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019483,uscoll-sw-21,Gi1/0/3,us-college-station
10:E7:C6:D8:02:32,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019483,uscoll-sw-21,Gi1/0/3,us-college-station
00:04:F2:90:92:D1,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019484,uscoll-sw-21,Gi1/0/4,us-college-station
10:E7:C6:0E:7A:2B,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019484,uscoll-sw-21,Gi1/0/4,us-college-station
00:04:F2:09:71:3E,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019485,uscoll-sw-21,Gi1/0/5,us-college-station
10:E7:C6:8D:4C:00,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019485,uscoll-sw-21,Gi1/0/5,us-college-station
00:04:F2:D3:65:BB,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019486,uscoll-sw-22,Gi1/0/1,us-college-station
10:E7:C6:1A:64:88,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019486,uscoll-sw-22,Gi1/0/1,us-college-station
00:04:F2:17:1F:BC,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019487,uscoll-sw-22,Gi1/0/2,us-college-station
10:E7:C6:C3:66:D0,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019487,uscoll-sw-22,Gi1/0/2,us-college-station
00:04:F2:FF:4A:70,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019488,uscoll-sw-22,Gi1/0/3,us-college-station
10:E7:C6:36:35:AB,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019488,uscoll-sw-22,Gi1/0/3,us-college-station
00:04:F2:70:AC:14,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019489,uscoll-sw-22,Gi1/0/4,us-college-station
10:E7:C6:F8:94:37,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019489,uscoll-sw-22,Gi1/0/4,us-college-station
00:04:F2:4D:65:71,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019490,uscoll-sw-22,Gi1/0/5,us-college-station
10:E7:C6:05:BC:24,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019490,uscoll-sw-22,Gi1/0/5,us-college-station
00:04:F2:3C:40:18,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019491,uscoll-sw-23,Gi1/0/1,us-college-station
10:E7:C6:EC:61:D8,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019491,uscoll-sw-23,Gi1/0/1,us-college-station
00:04:F2:7F:DA:B1,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019492,uscoll-sw-23,Gi1/0/2,us-college-station
10:E7:C6:47:4A:04,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019492,uscoll-sw-23,Gi1/0/2,us-college-station
00:04:F2:6F:35:93,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019493,uscoll-sw-23,Gi1/0/3,us-college-station
10:E7:C6:09:AF:85,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019493,uscoll-sw-23,Gi1/0/3,us-college-station
00:04:F2:40:BB:0A,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019494,uscoll-sw-23,Gi1/0/4,us-college-station
10:E7:C6:DF:DA:C4,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019494,uscoll-sw-23,Gi1/0/4,us-college-station
00:04:F2:A2:BF:DC,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019495,uscoll-sw-23,Gi1/0/5,us-college-station
10:E7:C6:29:38:3F,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019495,uscoll-sw-23,Gi1/0/5,us-college-station
00:04:F2:BF:A7:80,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019496,uscoll-sw-24,Gi1/0/1,us-college-station
10:E7:C6:4A:15:49,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019496,uscoll-sw-24,Gi1/0/1,us-college-station
00:04:F2:D4:5A:0C,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019497,uscoll-sw-24,Gi1/0/2,us-college-station
10:E7:C6:1E:FF:75,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019497,uscoll-sw-24,Gi1/0/2,us-college-station
00:04:F2:DC:31:82,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019498,uscoll-sw-24,Gi1/0/3,us-college-station
10:E7:C6:02:B1:D0,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019498,uscoll-sw-24,Gi1/0/3,us-college-station
00:04:F2:D6:04:03,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019499,uscoll-sw-24,Gi1/0/4,us-college-station
10:E7:C6:AB:77:6D,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019499,uscoll-sw-24,Gi1/0/4,us-college-station
00:04:F2:B8:FD:0E,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019500,uscoll-sw-24,Gi1/0/5,us-college-station
10:E7:C6:45:87:96,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019500,uscoll-sw-24,Gi1/0/5,us-college-station
00:04:F2:69:E5:BD,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019501,uscoll-sw-25,Gi1/0/1,us-college-station
10:E7:C6:A9:6C:42,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019501,uscoll-sw-25,Gi1/0/1,us-college-station
00:04:F2:02:51:D9,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019502,uscoll-sw-25,Gi1/0/2,us-college-station
10:E7:C6:38:FC:60,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019502,uscoll-sw-25,Gi1/0/2,us-college-station
00:04:F2:FF:21:B1,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019503,uscoll-sw-25,Gi1/0/3,us-college-station
10:E7:C6:EE:2F:21,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019503,uscoll-sw-25,Gi1/0/3,us-college-station
00:04:F2:57:CD:23,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019504,uscoll-sw-25,Gi1/0/4,us-college-station
10:E7:C6:99:7C:AC,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019504,uscoll-sw-25,Gi1/0/4,us-college-station
00:04:F2:4D:F3:57,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019505,uscoll-sw-25,Gi1/0/5,us-college-station
10:E7:C6:EA:21:5E,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019505,uscoll-sw-25,Gi1/0/5,us-college-station
00:04:F2:2E:27:10,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019506,uscoll-sw-26,Gi1/0/1,us-college-station
10:E7:C6:E6:48:CB,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019506,uscoll-sw-26,Gi1/0/1,us-college-station
00:04:F2:7D:ED:66,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019507,uscoll-sw-26,Gi1/0/2,us-college-station
10:E7:C6:3A:B5:92,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019507,uscoll-sw-26,Gi1/0/2,us-college-station
00:04:F2:7D:16:6C,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019508,uscoll-sw-26,Gi1/0/3,us-college-station
10:E7:C6:1D:67:66,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019508,uscoll-sw-26,Gi1/0/3,us-college-station
00:04:F2:A9:15:73,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019509,uscoll-sw-26,Gi1/0/4,us-college-station
10:E7:C6:3B:D0:83,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019509,uscoll-sw-26,Gi1/0/4,us-college-station
00:04:F2:EA:56:14,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019510,uscoll-sw-26,Gi1/0/5,us-college-station
10:E7:C6:70:5C:69,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019510,uscoll-sw-26,Gi1/0/5,us-college-station
00:04:F2:5C:DF:7F,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019511,uscoll-sw-27,Gi1/0/1,us-college-station
10:E7:C6:DE:D8:AE,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019511,uscoll-sw-27,Gi1/0/1,us-college-station
00:04:F2:B5:CB:64,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019512,uscoll-sw-27,Gi1/0/2,us-college-station
10:E7:C6:31:9C:2F,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019512,uscoll-sw-27,Gi1/0/2,us-college-station
00:04:F2:92:87:92,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019513,uscoll-sw-27,Gi1/0/3,us-college-station
10:E7:C6:8B:A4:40,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019513,uscoll-sw-27,Gi1/0/3,us-college-station
00:04:F2:2B:68:EC,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019514,uscoll-sw-27,Gi1/0/4,us-college-station
10:E7:C6:57:C4:69,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019514,uscoll-sw-27,Gi1/0/4,us-college-station
00:04:F2:A7:7A:81,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019515,uscoll-sw-27,Gi1/0/5,us-college-station
10:E7:C6:B7:7E:50,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019515,uscoll-sw-27,Gi1/0/5,us-college-station
00:04:F2:C2:7A:21,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019516,uscoll-sw-28,Gi1/0/1,us-college-station
10:E7:C6:ED:4B:0B,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019516,uscoll-sw-28,Gi1/0/1,us-college-station
00:04:F2:39:47:5C,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019517,uscoll-sw-28,Gi1/0/2,us-college-station
10:E7:C6:DD:A5:EA,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019517,uscoll-sw-28,Gi1/0/2,us-college-station
00:04:F2:BF:BC:10,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019518,uscoll-sw-28,Gi1/0/3,us-college-station
10:E7:C6:8A:25:43,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019518,uscoll-sw-28,Gi1/0/3,us-college-station
00:04:F2:44:40:78,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019519,uscoll-sw-28,Gi1/0/4,us-college-station
10:E7:C6:4B:34:87,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019519,uscoll-sw-28,Gi1/0/4,us-college-station
00:04:F2:F3:AB:FE,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019520,uscoll-sw-28,Gi1/0/5,us-college-station
10:E7:C6:79:E3:E2,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019520,uscoll-sw-28,Gi1/0/5,us-college-station
00:04:F2:A3:FB:BC,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019521,uscoll-sw-29,Gi1/0/1,us-college-station
10:E7:C6:A4:E9:C3,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019521,uscoll-sw-29,Gi1/0/1,us-college-station
00:04:F2:E7:00:46,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019522,uscoll-sw-29,Gi1/0/2,us-college-station
10:E7:C6:2B:B6:85,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019522,uscoll-sw-29,Gi1/0/2,us-college-station
00:04:F2:7B:3F:78,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019523,uscoll-sw-29,Gi1/0/3,us-college-station
10:E7:C6:F5:B9:EA,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019523,uscoll-sw-29,Gi1/0/3,us-college-station
00:04:F2:57:BE:D9,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019524,uscoll-sw-29,Gi1/0/4,us-college-station
10:E7:C6:0C:74:15,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019524,uscoll-sw-29,Gi1/0/4,us-college-station
00:04:F2:E1:7D:7A,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019525,uscoll-sw-29,Gi1/0/5,us-college-station
10:E7:C6:64:FD:D6,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019525,uscoll-sw-29,Gi1/0/5,us-college-station
00:04:F2:8D:23:AF,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019526,uscoll-sw-30,Gi1/0/1,us-college-station
10:E7:C6:35:58:34,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019526,uscoll-sw-30,Gi1/0/1,us-college-station
00:04:F2:45:8F:9E,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019527,uscoll-sw-30,Gi1/0/2,us-college-station
10:E7:C6:C3:F5:AB,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019527,uscoll-sw-30,Gi1/0/2,us-college-station
00:04:F2:CE:8C:8A,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019528,uscoll-sw-30,Gi1/0/3,us-college-station
10:E7:C6:FB:12:3A,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019528,uscoll-sw-30,Gi1/0/3,us-college-station
00:04:F2:56:B3:FB,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019529,uscoll-sw-30,Gi1/0/4,us-college-station
10:E7:C6:12:D7:63,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019529,uscoll-sw-30,Gi1/0/4,us-college-station
00:04:F2:71:70:4C,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019530,uscoll-sw-30,Gi1/0/5,us-college-station
10:E7:C6:E3:96:D5,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019530,uscoll-sw-30,Gi1/0/5,us-college-station
00:04:F2:C7:C6:4D,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019531,uscoll-sw-31,Gi1/0/1,us-college-station
10:E7:C6:0C:82:80,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019531,uscoll-sw-31,Gi1/0/1,us-college-station
00:04:F2:0B:3E:39,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019532,uscoll-sw-31,Gi1/0/2,us-college-station
10:E7:C6:5E:14:33,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019532,uscoll-sw-31,Gi1/0/2,us-college-station
00:04:F2:CB:F0:39,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019533,uscoll-sw-31,Gi1/0/3,us-college-station
10:E7:C6:D7:68:CC,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019533,uscoll-sw-31,Gi1/0/3,us-college-station
00:04:F2:FE:92:6F,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019534,uscoll-sw-31,Gi1/0/4,us-college-station
10:E7:C6:AF:A5:95,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019534,uscoll-sw-31,Gi1/0/4,us-college-station
00:04:F2:FC:A3:0F,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019535,uscoll-sw-31,Gi1/0/5,us-college-station
10:E7:C6:A6:0E:AF,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019535,uscoll-sw-31,Gi1/0/5,us-college-station
00:04:F2:36:B6:9A,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019536,uscoll-sw-32,Gi1/0/1,us-college-station
10:E7:C6:BF:5E:33,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019536,uscoll-sw-32,Gi1/0/1,us-college-station
00:04:F2:3B:40:B9,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019537,uscoll-sw-32,Gi1/0/2,us-college-station
10:E7:C6:93:66:35,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019537,uscoll-sw-32,Gi1/0/2,us-college-station
00:04:F2:78:72:B4,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019538,uscoll-sw-32,Gi1/0/3,us-college-station
10:E7:C6:26:9E:17,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019538,uscoll-sw-32,Gi1/0/3,us-college-station
00:04:F2:7C:67:DC,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019539,uscoll-sw-32,Gi1/0/4,us-college-station
10:E7:C6:6F:F7:5E,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019539,uscoll-sw-32,Gi1/0/4,us-college-station
00:04:F2:2A:0C:34,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019540,uscoll-sw-32,Gi1/0/5,us-college-station
10:E7:C6:10:17:60,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019540,uscoll-sw-32,Gi1/0/5,us-college-station
00:04:F2:B9:D3:34,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019541,uscoll-sw-33,Gi1/0/1,us-college-station
10:E7:C6:37:C3:02,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019541,uscoll-sw-33,Gi1/0/1,us-college-station
00:04:F2:6B:1F:39,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019542,uscoll-sw-33,Gi1/0/2,us-college-station
10:E7:C6:8A:1D:3B,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019542,uscoll-sw-33,Gi1/0/2,us-college-station
00:04:F2:75:71:5B,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019543,uscoll-sw-33,Gi1/0/3,us-college-station
10:E7:C6:61:1C:A8,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019543,uscoll-sw-33,Gi1/0/3,us-college-station
00:04:F2:DB:C1:B0,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019544,uscoll-sw-33,Gi1/0/4,us-college-station
10:E7:C6:22:8F:E5,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019544,uscoll-sw-33,Gi1/0/4,us-college-station
00:04:F2:46:3F:FA,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019545,uscoll-sw-33,Gi1/0/5,us-college-station
10:E7:C6:A8:52:B6,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019545,uscoll-sw-33,Gi1/0/5,us-college-station
00:04:F2:42:B1:29,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019546,uscoll-sw-34,Gi1/0/1,us-college-station
10:E7:C6:48:D5:FE,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019546,uscoll-sw-34,Gi1/0/1,us-college-station
00:04:F2:0D:00:69,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019547,uscoll-sw-34,Gi1/0/2,us-college-station
10:E7:C6:FC:0F:A5,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019547,uscoll-sw-34,Gi1/0/2,us-college-station
00:04:F2:2F:A5:C7,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019548,uscoll-sw-34,Gi1/0/3,us-college-station
10:E7:C6:11:08:7C,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019548,uscoll-sw-34,Gi1/0/3,us-college-station
00:04:F2:88:29:38,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019549,uscoll-sw-34,Gi1/0/4,us-college-station
10:E7:C6:20:1C:55,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019549,uscoll-sw-34,Gi1/0/4,us-college-station
00:04:F2:5D:19:95,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019550,uscoll-sw-34,Gi1/0/5,us-college-station
10:E7:C6:4B:12:12,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019550,uscoll-sw-34,Gi1/0/5,us-college-station
00:04:F2:E8:33:BD,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019551,uscoll-sw-35,Gi1/0/1,us-college-station
10:E7:C6:A9:CC:1B,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019551,uscoll-sw-35,Gi1/0/1,us-college-station
00:04:F2:60:B7:33,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019552,uscoll-sw-35,Gi1/0/2,us-college-station
10:E7:C6:86:15:E7,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019552,uscoll-sw-35,Gi1/0/2,us-college-station
00:04:F2:EC:C1:3C,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019553,uscoll-sw-35,Gi1/0/3,us-college-station
10:E7:C6:95:BC:48,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019553,uscoll-sw-35,Gi1/0/3,us-college-station
00:04:F2:2D:5A:CE,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019554,uscoll-sw-35,Gi1/0/4,us-college-station
10:E7:C6:46:12:FF,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019554,uscoll-sw-35,Gi1/0/4,us-college-station
00:04:F2:DE:E9:03,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019555,uscoll-sw-35,Gi1/0/5,us-college-station
10:E7:C6:1A:A3:BE,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019555,uscoll-sw-35,Gi1/0/5,us-college-station
00:04:F2:09:8A:22,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019556,uscoll-sw-36,Gi1/0/1,us-college-station
10:E7:C6:2D:70:E7,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019556,uscoll-sw-36,Gi1/0/1,us-college-station
00:04:F2:DE:F5:32,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019557,uscoll-sw-36,Gi1/0/2,us-college-station
10:E7:C6:25:FF:1C,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019557,uscoll-sw-36,Gi1/0/2,us-college-station
00:04:F2:4C:A0:BF,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019558,uscoll-sw-36,Gi1/0/3,us-college-station
10:E7:C6:AB:EC:1B,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019558,uscoll-sw-36,Gi1/0/3,us-college-station
00:04:F2:6E:40:CF,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019559,uscoll-sw-36,Gi1/0/4,us-college-station
10:E7:C6:7F:49:55,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019559,uscoll-sw-36,Gi1/0/4,us-college-station
00:04:F2:7C:D1:E9,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019560,uscoll-sw-36,Gi1/0/5,us-college-station
10:E7:C6:01:69:85,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019560,uscoll-sw-36,Gi1/0/5,us-college-station
00:04:F2:AB:E5:95,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019561,uscolo-sw-01,Gi1/0/1,us-colorado-springs
10:E7:C6:A0:61:58,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019561,uscolo-sw-01,Gi1/0/1,us-colorado-springs
00:04:F2:88:80:AD,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019562,uscolo-sw-01,Gi1/0/2,us-colorado-springs
10:E7:C6:02:6F:67,Windows,10:E7:C6,Hewlett Packard,Generated. Not hardware. IEEE MA-L.,desk-019562,uscolo-sw-01,Gi1/0/2,us-colorado-springs
00:04:F2:71:15:89,Phones,00:04:F2,Polycom,Generated. Not hardware. IEEE MA-L.,desk-019563,uscolo-sw-01,Gi1/0/3,us-colorado-springs
