MACAddress,EndPointPolicy,IdentityGroup,Description,DeviceRegistrationStatus,BYODRegistration,Device Type,EmailAddress,ip,FirstName,host-name,LastName,MDMServerID,MDMServerName,MDMEnrolled,Location,PortalUser,User-Name,StaticAssignment,StaticGroupAssignment,MDMOSVersion,PortalUser.FirstName,PortalUser.LastName,PortalUser.EmailAddress,PortalUser.PhoneNumber,PortalUser.GuestType,PortalUser.GuestStatus,PortalUser.Location,PortalUser.GuestSponsor,PortalUser.CreationType,AUPAccepted
10:E7:C6:3F:11:BE,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:89:6A:D2,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:4C:AC:C6,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:C2:B9:71,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:74:14:49,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:06:B8:EB,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:D8:48:CB,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:05:2A:30,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:38:A8:62,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:0C:36:69,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:23:F2:F7,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:F2:6D:78,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:29:4B:A3,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:DB:B7:3D,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:18:48:F2,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:98:70:6A,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:5D:B1:36,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:CA:F7:A7,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:43:B6:60,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:14:EF:5B,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:F9:80:ED,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:35:9E:CD,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:A4:B7:B3,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:EE:AE:67,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:CD:8C:6B,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:F0:9B:DD,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:EF:37:6C,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:80:B4:D7,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:B1:6D:7E,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:AF:9E:48,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:BD:94:46,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:7E:F8:FA,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:F0:54:FA,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:74:31:29,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:DD:82:1E,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:F4:6A:6E,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:29:F3:91,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:DD:4B:3A,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:52:AD:71,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:FB:D8:BE,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:18:CF:B9,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:4A:EC:50,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:42:85:DC,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:CA:2B:69,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:6B:1D:73,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:77:63:E0,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:C3:52:22,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:C4:40:1D,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:5B:5F:D3,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:57:7B:B4,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:5A:02:17,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:F8:08:C7,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:81:91:A7,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:69:99:55,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:01:A2:EB,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:16:C8:AD,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:C0:0C:3F,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:C7:28:34,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:48:DE:F4,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:9E:A8:63,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:0A:41:72,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:9E:F4:5B,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:58:55:42,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:78:A7:5C,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:B9:6F:47,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:2F:94:1F,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:D2:40:B0,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:D8:DC:A1,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:35:28:55,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:AD:27:46,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:4A:42:9A,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:97:D4:25,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:DB:B5:F6,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:B5:0A:F5,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:B4:61:05,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:FF:32:C5,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:6C:4E:24,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:AA:4C:7A,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:C1:1D:67,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:03:F4:A3,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:B9:00:1A,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:99:DA:C4,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:0D:A3:79,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:D3:DE:EE,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:9D:E6:59,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:B4:4A:74,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:04:34:E0,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:2B:09:7D,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:CA:FB:F5,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:86:64:E9,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:FA:20:82,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:8A:45:0E,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:BF:47:F7,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:2F:4C:C7,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:EB:A3:92,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:49:67:CE,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:42:F8:24,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:15:17:0C,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:77:0A:9A,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:D0:31:6D,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:A6:0C:0A,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:0E:37:F7,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:C9:C7:D9,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:73:CD:73,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:40:3B:5E,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:11:7C:F5,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:B2:4A:90,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:9E:24:62,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:DB:F7:3B,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:E2:2B:FC,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:02:10:07,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:1B:67:6C,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:E3:CD:AF,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:D0:D8:C4,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:8D:27:37,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:35:22:13,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:9D:63:11,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:EF:CA:35,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:38:E4:65,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:70:8C:88,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:F6:6E:A0,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:56:80:E8,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:31:62:3A,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:C6:D0:04,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:79:CA:A7,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:0C:FE:FE,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:27:18:88,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:46:38:70,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:D8:5C:B8,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:21:04:38,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:13:A0:DE,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:BE:5A:2F,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:10:DA:60,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:53:4D:48,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:0E:3C:8D,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:B4:F7:80,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:21:49:F8,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:F1:69:DA,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:09:9C:79,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:5F:56:18,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:32:9D:F3,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:91:BD:E2,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:AC:C8:14,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:A0:B9:09,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:AC:75:B9,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:4D:EC:D1,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:0D:5F:1E,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:24:5F:B0,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:AF:86:E2,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:A1:76:4B,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:20:B2:C5,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:AE:C5:1E,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:8D:A0:06,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:0C:D5:08,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:63:07:3F,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:87:94:25,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:08:78:89,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
00:04:F2:74:22:BD,Polycom-Device,Phones,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
10:E7:C6:E7:38:7C,HP-Device,Windows,'Generated. Not hardware. IEEE MA-L.',NotRegistered,Unknown,,,,,,,,,,,,,false,true,,,,,,,,,,,
